"date","Albania","Austria","Belgium","Bulgaria","Croatia","Cyprus","Czechia","Denmark","Estonia","Euro area","European Union (current composition)","Finland","France","Germany","Greece","Hungary","Ireland","Italy","Latvia","Lithuania","Luxembourg","Malta","Montenegro","Netherlands","North Macedonia","Poland","Portugal","Romania","Serbia","Slovak Republic","Slovenia","Spain","Sweden","Turkey","United Kingdom"
2002-06-01,NA,20.3,21.6,26.1,NA,32.3,20.5,5,18.3,19.6,19.8,7.4,18.8,26,33.7,4.2,20.2,5.2,20.3,25.3,14,NA,NA,30.6,NA,50.5,49.9,43.9,NA,38.6,27,14.8,1.3,NA,17.4
2002-07-01,NA,25.8,29,24.7,NA,31.9,21.8,1,16.5,23.7,23.4,10.9,29.3,29.2,25.7,5.4,34.3,7.6,17.5,23.7,17.5,NA,NA,33.8,NA,49,47.3,46.6,NA,31.4,26,16,1.7,NA,19.9
2002-08-01,NA,30.5,25.2,24.1,NA,31.1,22.8,3.5,15.6,27.6,26.9,14.6,33.6,35.8,29.2,9.4,39.2,10,19.2,23.1,21.5,NA,NA,39.4,NA,46,46.9,40.2,NA,30.3,27.1,18.3,2.4,NA,17.6
2002-09-01,NA,21.8,27.7,25.4,NA,33.2,29.1,8,12.6,26.3,26,14.9,38,24.7,31.3,12.9,41,12.6,13.8,19.1,24.5,NA,NA,41.8,NA,48,50.6,40.3,NA,21.9,28,21.8,0.2,NA,16.9
2002-10-01,NA,20.5,28.5,22,NA,36.9,37.4,1,13.2,31.8,31.1,21.7,43.9,32.4,35.9,13.6,39.6,18.9,13,19.2,32.5,NA,NA,46.9,NA,43,55.1,40.5,NA,24.4,28.6,24.6,15.5,NA,18.6
2002-11-01,NA,22.1,32.9,22,NA,29.4,32.5,7.5,19.9,34.4,33.6,21.9,41,41.7,38.7,21.4,42,18.9,12.7,18.4,43,16.4,NA,46.9,NA,49.5,58.6,38.7,NA,31.4,25.3,26.1,10.5,NA,16.7
2002-12-01,NA,22.5,39.1,19.5,NA,25.3,39.1,24.5,25.8,38.5,37.9,19.8,37.9,48.5,40.7,29.8,40.7,31.4,15.8,16,46,12.9,NA,46.9,NA,56.5,59.2,35.7,NA,32.4,25.2,26.5,13.1,NA,25.2
2003-01-01,NA,24.8,39.7,17,NA,27.8,41.5,16,20.9,36.9,36.2,17.6,42.5,47.6,45.8,33.9,43,20.3,18.6,3.7,43,10,NA,48.8,NA,49,62.2,38.2,NA,31.5,24.4,22.9,14.5,NA,19.1
2003-02-01,NA,21,48.9,19.7,NA,26.9,38.9,23,20.8,40.8,40,16,57.8,48.5,48.5,46.9,44.9,17.2,19.4,4.8,41,10.8,NA,55.9,NA,47.5,69.1,41.7,NA,34.8,32.8,26.6,18.2,NA,19.9
2003-03-01,NA,28.5,51.3,21.9,NA,32.8,43.8,31,10.4,42.2,41.5,16.3,61.7,48.5,50,41.3,41.9,19.6,21.6,5.6,46,0.4,NA,59.8,NA,48.5,68.5,46.3,NA,30.6,31.3,23.4,19.9,NA,19.9
2003-04-01,NA,33.2,43.4,24.5,NA,38.6,39.6,33,18.3,39.4,39.1,17.3,57.5,46.4,44.2,35,41,16.9,14.4,5.2,45.5,-9,NA,64.9,NA,46,66.1,53.4,NA,27.3,28.7,16.2,23.5,NA,16.8
2003-05-01,NA,32.5,41.3,22.9,NA,37.4,37.5,24.5,13.4,39,38.3,23.1,50.3,54.2,60.5,34,39.3,17.6,16,4.8,40.9,-0.2,NA,55.2,NA,39.5,62.4,43.9,NA,15.2,36.6,8,25.1,NA,22.1
2003-06-01,NA,37,41.8,22.4,NA,33.9,33.5,26,21.5,36.5,35.9,28.6,46,50.3,60.5,28.9,37.8,14.6,17.2,5.9,38.5,5,NA,60.5,NA,37.5,60,43.8,NA,16.6,38.4,3.1,24.7,NA,24.2
2003-07-01,NA,32,46.4,22.8,NA,32.4,41.1,28,20.3,36.7,36,25,44.5,49.8,57.9,30.6,56.6,13.2,17.1,5,32.7,6.1,NA,67.1,NA,37.5,54.9,39,NA,15.9,32.8,8.1,17.6,NA,23
2003-08-01,NA,34.4,40.3,23.8,NA,35.9,37.2,21,20.2,36.1,35.5,27.7,45.5,49.9,48.6,36,53.2,13.7,20.4,5.6,35.9,14.8,NA,55.3,NA,41.5,53.7,45.2,NA,21.9,27.5,9.4,16,NA,24.1
2003-09-01,NA,29.8,35,16.6,NA,30.9,48.8,24.5,19.3,36.8,36.4,25.4,46.6,51.5,45.2,41.5,50.5,15.1,16.8,12.3,32.1,21.4,NA,58.3,NA,43,55.6,45.4,NA,15.9,24.8,10.1,15.6,NA,21.3
2003-10-01,NA,31.1,59,14.7,NA,34.3,41.7,21.5,18.7,38.1,37.4,24.1,50.6,49,47.8,38.4,40.3,16.8,16.7,7.4,37.2,27,NA,57.7,NA,38,55.7,38.1,NA,16.2,32.4,11.3,22.7,NA,21.2
2003-11-01,NA,32.6,45.5,13.3,NA,32.4,40,27,22.4,36.5,36.1,30.4,47.5,44.8,44.1,38.2,29.4,19.6,13.9,11.5,43.1,34.7,NA,48.5,NA,39.5,57.4,42.6,NA,18.8,30.6,16.4,23.1,NA,25.5
2003-12-01,NA,30,40.2,18.6,NA,31,41.3,22.5,27.1,34.6,34.3,24,43.2,47,48,40.9,28.5,16.4,13.4,8.2,48.3,26.6,NA,40.5,NA,33.5,56.8,42.9,NA,20.4,29.7,13.6,28.7,NA,24.2
2004-01-01,NA,27.1,32.5,15.6,NA,36.6,44,12.5,13.1,30.7,30.5,24.3,23.4,46.5,41.4,39.9,28.8,18.7,19.3,7.9,41.5,45.7,NA,44.5,NA,32,58.4,37.2,NA,16.1,26.8,14,25.2,NA,20.4
2004-02-01,NA,24.9,36.5,15.2,NA,40,50.2,29.5,15.6,32.7,32.8,24.7,34,42.6,38.5,37.7,26.3,23.7,22,7.4,38.9,25.5,NA,38.9,NA,35.5,58.7,37.9,NA,19.9,49.8,17.1,24.9,NA,21.3
2004-03-01,NA,22.9,35,15.6,NA,41.2,40.9,20.5,12.2,30.9,31,21.8,31,45.8,24,33.7,23.2,18,22.7,-0.2,40,22.4,NA,49.9,NA,37,57.4,42.2,NA,6.7,37.9,9,26.8,NA,18.8
2004-04-01,NA,32.8,37,12.9,NA,37.6,27.6,9,11.6,29.8,29.2,15.8,31.3,45.9,20.5,32,18.1,15.9,20.1,1.5,42.3,15.9,NA,44.8,NA,31.5,56.4,33.8,NA,2,35.1,4.7,22.1,NA,21
2004-05-01,NA,35.6,35,15.5,NA,39.2,21.2,9,8.6,30.8,29.4,16.8,33.4,46.3,32.3,25.4,18.8,15.9,17.1,-0.6,40.9,17.1,NA,46.1,NA,12.5,52.1,32.1,NA,-0.5,33.3,6.2,21.4,NA,20.5
2004-06-01,NA,31.1,24.5,14.3,NA,32.3,24.1,2,12.3,28.5,26.9,16.3,33.4,42.3,35.8,20.7,15,15.5,13.5,-8.2,29.4,14.1,NA,38.7,NA,11,41.7,28.7,NA,2.3,26.8,6.4,14.1,NA,17.6
2004-07-01,NA,31.4,29,14.7,NA,42.2,27.8,2,10.2,29,27.7,18.4,33.6,43.5,45.7,25.6,9.8,16.4,12.1,-9.1,31.1,21.8,NA,32.9,NA,16.5,38.6,30.8,NA,3.4,20.8,6.3,16,NA,18.4
2004-08-01,NA,30,25.3,16.8,NA,42.4,25.7,2,10.1,30.3,28.7,11.8,33.8,49.9,50.9,27.8,13.2,15.3,10.7,-10.2,30.1,21.9,NA,23.1,NA,15,40.1,33.8,NA,4.4,18.6,9.2,12.7,NA,21.4
2004-09-01,NA,32.7,28.5,13.7,NA,41.2,25.1,3,7.1,29.8,28.5,23.9,34,41.8,42.7,32.5,9.2,19.9,13.4,-9.4,30.1,27.1,NA,16.9,NA,17.5,44,28.7,NA,7.1,20.9,17.7,15.9,NA,20.6
2004-10-01,NA,29.6,40.5,16.4,NA,45.2,26.9,10.5,10.6,33.4,31.9,22.2,34.7,50.3,46,31.6,6.7,18.8,18,-12.8,31.6,23.3,NA,30.6,NA,18,47.2,28.7,NA,9.1,14.4,19,17.8,NA,20.5
2004-11-01,NA,33.4,42,16.6,NA,44.5,28.3,8.5,8.4,33.5,32,25.6,30.2,53.2,42.6,31.5,12.2,22.7,13.8,-11.9,36.9,27.5,NA,25.3,NA,19,50.6,22.2,NA,5.7,19.5,14.3,19.8,NA,19.7
2004-12-01,NA,31.1,41,18.2,NA,45.3,20.7,7,12.9,34.4,32.3,15,27.8,54.8,41.4,33.7,-0.6,26.5,11.3,-9.6,34.8,24,NA,29.6,NA,14,50.1,21,NA,0.6,40.1,17.5,14,NA,17.8
2005-01-01,NA,26.3,37.5,19.5,NA,38.5,24.1,3.9,16.4,29,27.5,14.3,29.9,43.1,46.1,34,7.4,19.9,13.7,-13.9,34.4,30.1,NA,24,NA,12.7,51.8,25.5,NA,-0.6,39.7,10.3,11.7,NA,15
2005-02-01,NA,28.1,37.5,18,NA,39.8,24.7,5.1,15.9,33.2,31.5,7.8,28.3,54.9,44.9,35.5,10.4,24,7.3,-13.6,42.2,23.1,NA,21.8,NA,18.9,48.7,32.4,NA,3.6,31.7,16.3,11.4,NA,17.1
2005-03-01,NA,24.5,32.5,12.8,NA,48.1,17.5,3.9,3.7,33.4,32,9.6,34,54,46.3,36,6.8,24.5,10.1,-10.4,42.1,16.9,NA,21.8,NA,21.2,42.4,45.6,NA,1.6,37.4,13.7,18.8,NA,14.7
2005-04-01,NA,23.3,32.7,17.6,NA,43.6,16.7,5.6,5.9,28.3,27.2,9.7,34.1,42.9,42.7,36,10.1,20,13.3,-12.5,37.4,17.7,NA,14.3,NA,16.8,41.4,41.9,NA,-1.8,31.8,7.2,15.8,NA,20.6
2005-05-01,NA,30.1,41.9,12,25,46.3,3.4,4.4,5.1,29.8,28.5,14.5,40.6,36.4,40.4,37.2,16.3,24.6,9.4,-13.6,29.8,21.2,NA,22.9,NA,18.7,43,38,NA,-5.5,31.4,7.6,20.6,NA,23.8
2005-06-01,NA,30.4,40.3,5.1,23.9,48.6,8.5,4.4,4.4,30.7,29.5,22.1,34,38.9,48.3,38.3,6.1,29.6,8.1,-17.8,37.4,22.1,NA,31,NA,21.9,50,38.1,NA,-4.1,32.6,5.9,21.8,NA,21.1
2005-07-01,NA,35.8,39.8,12.6,25.6,50.9,7.6,1.1,-1.9,28.7,27.7,19.2,24.4,39.2,42.5,36.7,6.5,29.8,12.3,-13.5,28.3,24.7,NA,25.4,NA,23.4,54.5,40.8,NA,-4.3,30.4,6.3,19.8,NA,20.1
2005-08-01,NA,36.7,35.7,14.3,26.8,48.9,16.6,-3.3,0.1,30,28.6,14.6,29.2,41.6,41.2,38.3,12.6,27.9,5.1,-15.4,25.9,27,NA,20.1,NA,19,51.4,38.9,NA,0.3,31.5,10.7,16.3,NA,25
2005-09-01,NA,33.7,36.7,12.5,34.4,51.8,18.4,-8.1,-1.1,28.5,26.9,15.2,34,33.1,40.2,34.9,20.4,27.7,4.5,-12.6,28.7,21.6,NA,15.5,NA,15.9,51.5,34.5,NA,7.8,41.6,10.7,9.6,NA,24.6
2005-10-01,NA,36.9,36.4,19.6,23.6,40.7,15.6,-6.6,-3,25.9,24.6,10.3,19.3,32.6,46,35.9,15.6,29.3,4.7,-16.3,34.8,22.6,NA,9,NA,8.8,52.4,38.4,NA,-1.7,40,15.2,14.3,NA,26.9
2005-11-01,NA,34.6,39.9,15.6,23.1,46.6,10.7,-5.9,-7.3,26.6,25.1,9.9,16.8,37.4,45.1,30.5,12.5,26.1,-1.8,-20.4,32.5,30.2,NA,12.7,NA,7.7,55.1,37.4,NA,-1.5,39.4,17.4,17.1,NA,25.9
2005-12-01,NA,35.2,34.1,20.3,27.6,43.7,11.6,-11,-7.3,22.3,20.9,3.6,13.5,29.5,43.2,30.5,9.2,25,-2.1,-19.8,40,28,NA,-2.3,NA,6.3,55.5,36.9,NA,3.3,36.6,16.3,9.4,NA,24.7
2006-01-01,NA,24.3,22.9,18.4,19.7,45.4,4.3,-18.1,-14.2,19.2,17.8,8.5,9.5,25.8,37.5,23.3,7.3,25.6,-3.4,-26.4,33.5,22.9,NA,-2.7,NA,5.3,54.8,38.1,NA,-3.8,29.6,13.6,6.5,NA,24.1
2006-02-01,NA,25.1,27.6,21.8,24.8,48.5,9.8,-6.1,-12.4,21.6,20.2,6.3,11.5,34.1,48.9,22.9,5.8,21.2,-0.2,-23.9,34.3,27.2,NA,0.7,NA,4.5,52.9,33.3,NA,1.6,27.9,13.2,5.9,NA,25.6
2006-03-01,NA,21.7,32.3,20.3,22.1,46.4,11.9,-6.1,-14.4,24.2,22.7,19.6,24.4,34.4,45.6,17.5,17.9,22.9,0.3,-25.2,41.3,16.3,NA,-6.5,NA,11.8,46.4,35.3,NA,-0.9,29.6,11.4,6.9,NA,26.3
2006-04-01,NA,20.2,25,20.3,20.3,46.5,4.4,-13.5,-15.4,22.3,20.4,21.1,34,25,48,16.8,11.9,16.8,0.7,-25.8,43.4,16.7,NA,5.5,NA,7,47.3,31.2,NA,1.9,30.6,6.9,1.9,NA,29.4
2006-05-01,NA,17.9,26,21.9,18.9,45.9,2.1,-15,-16.1,14.7,13.8,12.6,12.2,18.2,41.3,30.3,13.3,12.3,-3.3,-24.5,43,15.7,NA,-3.3,NA,6,45.7,37.1,NA,-1.6,26.5,9.6,-2,NA,34
2006-06-01,NA,17.9,20.8,17.8,14.8,50.4,4.8,-12.8,-16.3,12.5,12,3.3,10.4,16.4,38.3,51.9,15.2,14.4,-7.3,-25.5,34.9,20.2,NA,-15,NA,2.9,45.2,31.2,NA,0.5,17.6,4.2,0.6,NA,30.9
2006-07-01,NA,18.6,22.6,16.7,17.4,50,5.9,-13.1,-16.1,13.4,12.6,4.8,5.8,21.2,37.2,57.3,16.6,13.6,-1.9,-23.9,29.7,24,NA,-13.3,NA,0.9,44.2,33.6,NA,-5.1,15.3,8.7,-4.9,NA,31.8
2006-08-01,NA,17.6,13.3,12.4,21.1,52.2,1.8,-13,-15.8,13.2,12.3,4,5.9,21.6,36,56.3,13.1,17.3,-6,-23.3,28.1,18.8,NA,-16.9,NA,-1.3,40.1,29.9,NA,-2.4,12.2,5.9,-2.2,NA,33.5
2006-09-01,NA,13,15.7,13,20.2,48.4,8.7,-14,-21.6,14.5,13.3,-1.4,6,21.2,35.5,58,10.5,20.2,-10.4,-26.6,25.8,19.1,NA,-18.7,NA,-3.5,38.2,31,NA,-3.6,11.8,16.6,-11,NA,36.4
2006-10-01,NA,10.8,12.7,10.4,15,43.1,6.6,-11.7,-18.1,15.3,13.6,1.5,12.6,22.6,39.9,55.7,12.3,20.1,-9.5,-28.7,30.7,18.2,NA,-22.7,NA,-3,42.1,23.9,NA,-9.8,13.8,10.2,-19.7,NA,32.1
2006-11-01,NA,10.7,16,14.7,15.7,38.6,8.1,-14.3,-19.9,14.8,13.2,-0.2,10.4,20.4,42.4,55.7,8.4,20.3,-8.8,-29,32.4,15.6,NA,-13.3,NA,-7.9,40.1,22.9,NA,-11.5,15.2,10.1,-11.8,NA,34
2006-12-01,NA,10.3,40.4,18.4,16.9,40.3,6,-9.5,-19.6,13,11.4,-1.1,18.2,8.1,36.8,58.3,8.6,17.3,-7.6,-26.7,30.2,12.4,NA,-16.7,NA,-9.3,38.3,18.9,NA,-18.1,11.1,11.3,-20.6,NA,32.9
2007-01-01,NA,-5.5,17.7,11.9,11,46.7,6.1,-14.1,-19.1,9,7.6,-1.8,9.5,4.1,38,55.8,9.9,17.7,-5.1,-31.7,25.3,15.8,NA,-18.7,NA,-9.5,39.1,10.5,NA,-19.5,11.2,11.1,-20,NA,32.8
2007-02-01,NA,-5.1,16.3,6.4,11.5,47.3,6.2,-10.8,-15.1,8.8,7.6,7.2,10,3.2,37.9,58,25,17.9,0.4,-28.7,30.7,16.5,NA,-22.2,NA,-4.8,39,17.5,NA,-13,8.9,8.5,-25.4,NA,29.6
2007-03-01,NA,-3.4,15.6,7.2,9.7,45.9,2.2,-8.7,-14.6,10.3,8.9,6.3,16.2,2.2,37.2,52.8,34.8,17.3,-0.5,-28.4,30.5,17.9,NA,-20.6,NA,-7.8,45.9,15.8,NA,-9.5,13.4,10.2,-20.3,NA,30.3
2007-04-01,NA,-4.3,6.7,5.5,5.6,44.3,3.6,-10.6,-12.3,5.9,4.6,-5.2,10.3,-6.5,37.3,51.1,46.4,16.1,-4.2,-29.6,26.9,2.7,NA,-15.3,NA,-15.3,41.6,18.5,NA,-16.5,12.9,6.2,-25.2,NA,28.6
2007-05-01,NA,-6.1,10.6,3.3,10.1,38,2.6,-6.5,-7.1,1.9,1.1,-2.1,-3.8,-10.7,33.1,53,19.5,16.3,-1.7,-31,17.7,-0.8,NA,-10.6,NA,-17.9,37.7,17.4,NA,-13.9,12.3,7.8,-25.9,20.9,26.2
2007-06-01,NA,-6.4,9.2,4.6,9.3,40.7,1,-9.9,-10.9,2.4,1.6,-7.4,-5.4,-9.3,34.3,53.4,25.9,21.4,-6.8,-33.1,20.2,2.4,NA,-19.8,NA,-17.1,44.3,17.7,NA,-17.9,11,7,-23.1,21.3,27.2
2007-07-01,NA,-5.3,12,9.8,8.3,36.5,2.5,-11.2,-8.8,1.8,0.8,-8.2,-5.4,-9.2,38.7,50.6,37.1,17,-8.8,-30.8,12.5,11,NA,-23.7,NA,-20.2,42.3,13.2,NA,-15.5,5.5,7.2,-23.9,19.1,25.9
2007-08-01,NA,-4.9,4.9,10.9,9.6,38.5,0.4,-6.8,-4.1,6.5,5.2,-9.1,-0.9,3.1,36.2,50.8,38.1,19.6,-5.5,-27.5,15.4,2.6,NA,-18.5,NA,-16.8,42.3,17.1,NA,-13.4,7.2,7.4,-22.4,11.7,27.1
2007-09-01,NA,-1.5,6.4,11,14.4,35.3,-2.2,-7.9,-1.2,9.8,8.1,-8.7,3.5,6.2,27.9,52.7,35.4,17.8,-8.5,-22.6,17.6,1.2,NA,-11.1,NA,-16.2,46,13.6,NA,-6.3,10.1,20.1,-22.5,12.4,25.5
2007-10-01,NA,0.1,5.3,13.6,12.1,39.2,-1.5,-9.6,-2.9,10.3,8.6,-7.7,11.3,0.8,26,52.3,39.5,21.6,-2.5,-23.7,20.4,0.7,NA,-11.7,NA,-15,46.1,16,NA,-6,11.9,16.8,-21,19.3,27
2007-11-01,NA,1.1,11.1,11.4,6.9,37.2,4.5,-7.6,3.8,12.4,10.9,5.6,11.8,3.8,38.3,54,42.8,21.9,-3,-18.7,17,-5.4,NA,-10.1,NA,-11.9,44.3,19.7,NA,-5.1,13.4,18.8,-15.5,23.4,28.9
2007-12-01,NA,2.4,6.1,13,12.8,40.8,5.2,2,10.6,12,10.6,1.7,6.3,5.8,38.3,49.4,46.4,22.6,-3.4,-16.9,20.1,-3.8,NA,-12.4,NA,-14.9,47.9,15.2,NA,-12.5,10,20.2,-10.6,20.8,27.7
2008-01-01,NA,1.3,3.8,7.1,9.1,36.7,2.1,2.5,9.9,12.5,11.2,5.1,7.2,5.7,43.9,47.3,47,20.5,4.2,-23,19.3,-3.8,NA,-11.1,NA,-12.2,50.1,17.5,NA,-14,8.3,25.4,-6,20.6,27.7
2008-02-01,NA,1.8,2.6,11.3,10,35.7,-1.9,5.8,17.8,16,14.4,14.4,10.7,11.1,41.4,45.6,52.5,22.8,7.9,-21.2,22,-3.3,NA,-4.5,NA,-16.8,47.9,20,NA,-8.9,11,28.3,3.6,32,29.6
2008-03-01,NA,1.5,-0.6,7.4,14.9,35,-1.8,4.5,19.5,16.4,14.8,4.1,15,11.4,45.1,48.5,50.1,24.1,11,-17.5,20.1,-12.7,NA,-5.1,NA,-13.5,44.4,14.1,NA,-5.9,14.6,24.2,3.4,36,29.4
2008-04-01,NA,-0.9,5.3,10.1,6.4,36.2,1.5,12.6,22.9,13,12,2.3,9.5,0.2,44.2,48.3,58.6,21.4,22,-14.4,17.8,-10.6,NA,-2.3,NA,-16.9,45.6,13.1,NA,-10,4.6,30.9,8.4,37.9,34.6
2008-05-01,NA,4.6,9.3,3.7,12.1,28.9,0.9,11.3,34,13.7,12.7,2.9,11.5,1.6,45.1,46.5,35.5,15.5,22,-3.3,18.3,0.3,NA,-4.1,NA,-16.5,48.8,11.3,NA,-7.6,12.4,39,13.5,39.6,31
2008-06-01,NA,8.4,6.9,10,17.6,33.2,0.8,15.8,27.9,14.1,13.5,2.2,9.6,2.7,35.3,46.1,46.2,14.6,25.5,4.4,15.6,1.5,NA,-0.8,NA,-11,49.7,13.7,NA,-14.8,7,44,20.1,39.2,37.7
2008-07-01,NA,11.1,16.2,9.3,13.5,33.2,4.6,23.4,31.6,21.8,20.6,11.5,18.4,8.7,51.9,44.4,51.5,25.9,28.2,12.3,22.3,4.8,NA,-0.2,NA,-9.6,53.9,13,NA,-10.3,12.8,51.7,23.7,35.6,47.9
2008-08-01,NA,18.5,18.3,6.1,15.6,33,13.7,16.7,34.9,26.6,25.1,10,25.8,22.7,50,42.3,53.6,25.5,34.9,23.5,22.2,6.8,NA,5.9,NA,-7.8,44.3,12.1,NA,-8.6,15.3,45.5,30.4,30.2,49.8
2008-09-01,NA,17.8,20.2,2.8,15.1,30.2,11.3,20.6,37.7,28.3,26.7,15.7,28.6,20.4,46.8,43.9,46.1,27.1,40.1,24.1,24.7,3.3,NA,10.9,NA,-6,38.2,15,NA,-6.3,10.9,56.2,32.3,36,51.5
2008-10-01,NA,31,44.3,13.5,20,38.1,36.6,37.1,49.6,40.5,39.2,33.2,56.1,24.1,58.6,64.2,67.1,33.4,51.2,39.7,43.8,15.8,NA,27,NA,2.3,53.3,14.2,NA,-0.1,16.9,63.3,55.9,42.7,60
2008-11-01,NA,49.8,62.7,39.4,28,47.4,45.3,41.3,56,51.3,50.1,51.7,62,38.9,63.3,73.1,70.6,42.1,61.9,53.2,54,30.2,NA,47.3,NA,12.9,64,48,NA,48.8,52.7,66.5,61.7,52.2,65.9
2008-12-01,NA,57.2,70.2,55.7,43.4,54.6,57.7,45.6,61.4,61.5,60,59.5,68,55.9,72.5,81.4,73.4,52,74.8,71.1,66.3,24.3,NA,63.7,NA,24.2,65.9,59.5,NA,51.8,60.9,71.2,63.9,50.5,71.2
2009-01-01,NA,58.8,67.3,51.8,49.1,53.1,65,46.3,58.2,61.3,60.2,55.4,66.5,62.2,58.6,82.3,72.8,46.2,78.6,77.7,65.9,22.1,NA,66.4,NA,33.9,76.8,66.5,NA,53.7,72.7,67.4,58.5,45.5,75.3
2009-02-01,NA,59.9,76,55.7,56.6,61.4,64.9,51.4,67.4,66.8,65.9,58.1,67.7,71.6,74.3,84,79.4,50.7,80.1,82.1,70.4,41.3,NA,76.3,NA,57.3,85.6,70,NA,76.3,65.2,67.8,55,41.1,68.1
2009-03-01,NA,63.8,71.8,58.2,59.6,65,49.1,45.5,65.8,70.7,69.2,53.9,74,79.8,72.6,80.1,80.9,59.1,74.8,81.8,70.1,33.5,NA,80,NA,59.2,76.9,73.5,NA,76.5,67,59.4,58.4,37.2,65.2
2009-04-01,NA,65.4,70.2,62.9,54.3,58.3,48.8,31.8,59.1,64.6,63.3,50.7,68.6,78.9,70.4,81.1,70.9,44.7,58.4,77.1,75.2,33.2,NA,70.6,NA,44.5,72.6,70.9,NA,63,71.4,50.9,64,28.4,59.2
2009-05-01,NA,60.4,67.4,56.4,47.8,52.7,43,31,50.3,59.2,57.7,41.1,64.6,77.7,67.9,74.9,72.3,39.5,48.8,75.4,65.9,31.4,NA,57.2,35.5,40.4,71.8,70.6,NA,54.7,56.3,35,45.2,28.5,56.6
2009-06-01,NA,53,65.3,54.7,55.5,42.5,38.7,34.4,44.8,56.5,54.6,38.6,61,74.8,64.6,69.9,58,38.2,57.6,67.4,64.3,27,NA,64,NA,29.1,65.5,63.6,NA,50.7,46.1,31.3,37.4,24,55.5
2009-07-01,NA,54.8,62.7,52.7,56.4,50.1,42.7,21.1,45.3,54.7,52.8,37.4,61,70.9,65.6,69.7,64.5,33.9,68.8,65.6,56.7,29.6,NA,71,NA,31.8,54.9,69.5,NA,46.4,48.6,29.3,33.1,26.4,55.2
2009-08-01,NA,45.5,52.2,53.9,61.5,54.5,46.2,28.4,39.6,55.1,53,40.1,68.6,69.4,61.7,66.7,69,36.1,72.5,71.1,53.1,24.2,NA,58,NA,29.6,52.7,72.1,NA,47.7,45.9,31.6,21.4,30.6,52.7
2009-09-01,NA,41.6,53.8,59.3,48,51.9,33.9,17.6,32.7,49.1,47.5,35,51.1,63.1,47.2,64,55.4,39.3,63.6,62.7,54.1,30.3,NA,45.5,NA,31.2,49.8,72.3,NA,36.1,36.3,35,21.6,22,45.7
2009-10-01,NA,41.6,58.8,56.4,57.1,57.8,41.4,19.1,28.3,49.9,48.3,32.6,50.9,59.8,41.3,59.4,44.3,44.2,66,68.5,52.9,33.5,NA,59.3,NA,37.7,48.2,70.1,NA,46.9,47.8,35.6,16,28.5,45.1
2009-11-01,NA,43.2,59.6,58.2,53.8,62,32.6,24.9,33.7,51.4,49.4,38.4,50,66.9,61.6,65.8,48.8,40.6,61.4,73.2,52.5,37.3,NA,48.5,NA,33.9,56,72.7,NA,47.2,40.1,35.9,10.2,36.3,40.6
2009-12-01,NA,41,69.8,62.2,63.9,63.1,31.2,22.1,34.1,47.8,45.8,30,44.9,61,66.8,59.6,44.4,40.9,64.8,71.1,58.4,34,NA,37.6,NA,26.6,58.5,62.5,NA,36.6,49.4,30.1,11,34.1,44.1
2010-01-01,NA,34.5,65,64.9,66.4,57.8,38.2,15.8,33.9,47.1,45.3,26.7,44.1,64.9,70.4,53.6,39.2,41.8,52.7,64.5,61.6,33.3,NA,33.3,NA,26.3,53.5,73.9,NA,31.2,47.6,22.1,15.1,28.7,36.4
2010-02-01,NA,34.7,67.2,65.5,63.4,54.1,31.8,19.4,29.6,48.3,45.8,27,38.8,61.3,76.9,50,41.7,50,47.2,59.5,51.7,34.2,NA,40.3,NA,25.1,57.9,78,NA,26.8,49.9,31,-3.4,32.9,30.1
2010-03-01,NA,34.4,60.6,65.2,67.5,56.8,27.5,13.8,19.8,47.4,44.5,25,47.1,52.5,81.5,41,43.6,49.1,36,55,48.3,33.7,NA,39.3,19.3,23.7,56.6,72.7,NA,23.8,54.2,32.6,-8.4,34.3,35.8
2010-04-01,NA,23.3,41.3,55.7,59.5,53.2,16.5,-0.4,10,37.4,34.8,16,43.1,32.8,82.2,33.1,35.2,41.5,29.4,61.6,41.1,31.3,NA,32.9,19.3,17.9,51.6,69.8,NA,18.8,45.5,27.3,-14.2,29.8,31.8
2010-05-01,NA,20.4,45,48.8,43.9,55.1,26.9,-4.3,-1.5,35.5,32.9,14,39,30.9,87.9,22.6,30.1,41.8,21.6,55.6,30.6,29.4,NA,23,23.2,17.5,55.6,69.2,NA,23.5,39.4,25.5,-16.5,26.8,34.8
2010-06-01,NA,9,36.3,46.6,45.4,53.3,12.9,-0.4,-7.1,34.3,31.7,8.5,40.4,27.5,88.2,18.2,34.1,41.3,20.1,46.2,25.6,28.9,NA,24.3,24.6,15.6,57.3,72.4,NA,16.4,36.7,28.2,-20.1,19.7,40.2
2010-07-01,NA,4.5,27.7,43.1,47.2,50.3,17.1,-9.5,-9.8,28.9,26.8,2,41.5,11.9,85.6,21.2,36,39.8,21.6,45.9,18.8,29.8,NA,21.3,23.5,14.3,56.7,73.4,NA,16.8,38,25.2,-19.7,22.1,53.6
2010-08-01,NA,1.4,20.6,35.5,54.2,46.6,24.2,-1.4,-9.2,25.3,24.1,-1.2,34.1,11.5,82.2,19.6,36.5,37.1,14.4,33.7,17.7,27.7,NA,12.1,15.8,20.9,52.4,73,NA,23.4,43.7,21.7,-19,21.3,43.9
